txn_id,property_id,sale_price,sale_date,price_per_sqft,transaction_type,sale_year,sale_month,sale_quarter
278,107,10998114.3,2021-08-18,8525.67,Resale,2021,8,3
279,108,23831210.64,2019-02-04,6077.84,Sale,2019,2,1
280,109,3906864.0,2022-12-20,12522.0,Sale,2022,12,4
281,109,4151496.96,2024-01-28,13306.08,Sale,2024,1,1
282,110,16435404.56,2018-02-16,6350.62,Sale,2018,2,1
283,110,15029654.72,2018-01-07,5807.44,Resale,2018,1,1
284,110,21225792.56,2022-06-06,8201.62,Resale,2022,6,2
285,110,20185856.52,2023-04-04,7799.79,Resale,2023,4,2
286,111,8547368.94,2024-06-05,13397.13,Sale,2024,6,2
287,112,15051663.9,2023-06-03,12480.65,Resale,2023,6,2
288,112,15558714.54,2019-03-21,12901.09,Sale,2019,3,1
289,112,13356522.36,2023-03-20,11075.06,Resale,2023,3,1
290,112,11086323.84,2019-08-15,9192.64,Resale,2019,8,3
291,113,98888926.28,2023-06-03,11482.69,Resale,2023,6,2
292,114,4040460.45,2018-09-27,6906.77,Resale,2018,9,3
293,114,5151673.8,2020-01-30,8806.28,Sale,2020,1,1
294,114,5146964.55,2023-08-06,8798.23,Sale,2023,8,3
295,114,5064228.0,2018-06-21,8656.8,Resale,2018,6,2
296,115,18254778.5,2024-04-16,13095.25,Sale,2024,4,2
297,115,13941366.12,2021-05-12,10000.98,Sale,2021,5,2
298,115,14859050.26,2023-08-15,10659.29,Resale,2023,8,3
299,115,19193749.02,2024-06-10,13768.83,Sale,2024,6,2
300,116,16355146.5,2020-07-15,10114.5,Sale,2020,7,3
301,117,37401775.31,2021-05-03,21263.09,Resale,2021,5,2
302,117,36441255.77,2022-06-29,20717.03,Resale,2022,6,2
303,117,38971383.78,2022-10-25,22155.42,Resale,2022,10,4
304,117,34496505.37,2021-05-07,19611.43,Sale,2021,5,2
305,118,18389113.56,2022-07-02,10098.36,Sale,2022,7,3
306,119,14395778.4,2020-08-02,10947.36,Sale,2020,8,3
307,119,14367624.25,2022-05-04,10925.95,Resale,2022,5,2
308,119,15729648.65,2024-05-20,11961.71,Sale,2024,5,2
309,120,72869196.4,2018-03-05,18199.1,Sale,2018,3,1
310,120,84988423.52,2021-05-07,21225.88,Sale,2021,5,2
311,120,75279043.84,2021-10-09,18800.96,Sale,2021,10,4
312,120,72322770.52,2023-01-20,18062.63,Sale,2023,1,1
313,121,4405199.32,2024-03-12,11068.34,Sale,2024,3,1
314,122,17558642.11,2024-04-07,12051.23,Sale,2024,4,2
315,122,13386216.64,2020-02-09,9187.52,Resale,2020,2,1
316,122,19587092.08,2024-02-10,13443.44,Sale,2024,2,1
317,123,14915016.6,2023-03-18,8217.64,Sale,2023,3,1
318,123,18784887.0,2023-03-09,10349.8,Resale,2023,3,1
319,123,11662754.4,2019-12-19,6425.76,Sale,2019,12,4
320,123,14156128.8,2021-09-22,7799.52,Sale,2021,9,3
321,124,6289207.44,2020-10-16,7568.24,Resale,2020,10,4
322,125,40218583.75,2021-10-28,8695.91,Sale,2021,10,4
323,125,45279166.25,2022-07-03,9790.09,Sale,2022,7,3
324,126,34133157.81,2019-12-15,7392.93,Sale,2019,12,4
325,126,28144354.77,2022-10-01,6095.81,Sale,2022,10,4
326,127,7572143.18,2022-02-11,9200.66,Resale,2022,2,1
327,127,6580806.76,2023-10-08,7996.12,Sale,2023,10,4
328,127,5879660.14,2019-08-03,7144.18,Sale,2019,8,3
329,127,6986051.96,2020-03-26,8488.52,Resale,2020,3,1
330,128,8433687.68,2023-08-25,7314.56,Resale,2023,8,3
331,128,9558185.52,2020-02-26,8289.84,Sale,2020,2,1
332,129,9030305.7,2022-07-31,7718.21,Resale,2022,7,3
333,130,11943611.8,2020-09-07,12705.97,Resale,2020,9,3
334,130,8529719.8,2018-12-12,9074.17,Resale,2018,12,4
335,130,12025692.6,2021-06-29,12793.29,Resale,2021,6,2
336,130,10836987.4,2020-11-05,11528.71,Resale,2020,11,4
337,131,4292954.16,2021-11-14,7107.54,Sale,2021,11,4
339,132,14058841.86,2021-05-31,10764.81,Sale,2021,5,2
340,133,11156798.07,2019-09-09,6408.27,Sale,2019,9,3
341,134,59847071.05,2018-12-22,21412.19,Resale,2018,12,4
342,134,60536373.95,2022-02-14,21658.81,Resale,2022,2,1
343,135,85428610.96,2020-06-22,19433.26,Resale,2020,6,2
344,136,12865999.5,2019-02-14,15883.95,Resale,2019,2,1
345,136,19907499.6,2023-07-13,24577.16,Sale,2023,7,3
346,136,16283251.8,2023-06-14,20102.78,Sale,2023,6,2
347,136,17196575.4,2020-02-27,21230.34,Sale,2020,2,1
348,137,84584589.96,2022-08-10,23873.72,Resale,2022,8,3
349,137,58036820.1,2018-08-22,16380.7,Resale,2018,8,3
350,137,71094582.03,2018-10-29,20066.21,Sale,2018,10,4
351,138,8503406.74,2022-04-14,7794.14,Sale,2022,4,2
352,138,6890614.17,2021-09-13,6315.87,Sale,2021,9,3
353,138,10424068.6,2022-05-26,9554.6,Resale,2022,5,2
354,139,45881038.06,2024-03-24,7860.38,Resale,2024,3,1
355,139,45079034.26,2020-05-05,7722.98,Sale,2020,5,2
356,140,23366608.2,2022-04-27,23460.45,Resale,2022,4,2
357,140,19891195.68,2019-04-18,19971.08,Resale,2019,4,2
358,140,23222726.04,2022-07-12,23315.99,Resale,2022,7,3
359,140,20593007.16,2023-03-19,20675.71,Resale,2023,3,1
360,141,36226585.25,2018-02-08,7819.25,Resale,2018,2,1
361,142,2962737.96,2020-07-08,8739.64,Resale,2020,7,3
362,142,2959768.32,2021-08-22,8730.88,Resale,2021,8,3
363,142,2232633.66,2020-08-13,6585.94,Sale,2020,8,3
364,143,28157644.05,2020-08-26,8896.57,Sale,2020,8,3
365,143,34420197.9,2020-07-21,10875.26,Sale,2020,7,3
366,143,22934159.7,2019-12-27,7246.18,Resale,2019,12,4
367,143,36757012.35,2022-09-18,11613.59,Resale,2022,9,3
368,144,2449565.55,2023-08-10,7100.19,Resale,2023,8,3
369,144,2370515.7,2021-10-25,6871.06,Sale,2021,10,4
371,145,123731735.52,2023-12-25,24091.07,Sale,2023,12,4
372,145,123702511.68,2021-05-28,24085.38,Resale,2021,5,2
373,145,107865861.12,2020-06-08,21001.92,Sale,2020,6,2
374,146,55658789.28,2021-11-11,22406.92,Resale,2021,11,4
375,147,138805784.54,2021-10-28,21668.09,Resale,2021,10,4
376,148,6810273.0,2023-06-05,12658.5,Sale,2023,6,2
377,148,6647415.02,2023-02-07,12355.79,Resale,2023,2,1
378,149,32364032.09,2023-05-10,5696.89,Resale,2023,5,2
379,149,43399033.73,2019-04-26,7639.33,Sale,2019,4,2
380,149,42905127.59,2019-03-17,7552.39,Sale,2019,3,1
381,150,11075607.18,2024-06-17,11707.83,Resale,2024,6,2
382,150,8056268.44,2022-05-26,8516.14,Resale,2022,5,2
383,150,11390246.78,2023-01-16,12040.43,Resale,2023,1,1
384,150,10440339.8,2021-04-02,11036.3,Resale,2021,4,2
385,151,6078774.03,2021-10-30,7823.39,Resale,2021,10,4
386,151,5894508.48,2019-09-06,7586.24,Resale,2019,9,3
387,151,6506885.49,2019-09-14,8374.37,Sale,2019,9,3
388,151,8684731.02,2022-05-06,11177.26,Sale,2022,5,2
389,152,13612153.68,2023-09-08,8598.96,Resale,2023,9,3
390,152,12628113.39,2021-01-04,7977.33,Sale,2021,1,1
391,152,10385018.22,2020-04-12,6560.34,Sale,2020,4,2
392,153,4279903.25,2022-04-07,7575.05,Resale,2022,4,2
393,153,4479557.3,2022-09-04,7928.42,Sale,2022,9,3
394,153,5197485.85,2022-11-13,9199.09,Resale,2022,11,4
395,154,5444041.5,2022-07-29,8852.1,Sale,2022,7,3
396,154,5513770.2,2020-06-13,8965.48,Sale,2020,6,2
397,155,12543841.44,2024-02-23,20102.31,Resale,2024,2,1
398,155,9447815.52,2018-05-19,15140.73,Resale,2018,5,2
399,155,15769615.68,2022-12-11,25271.82,Resale,2022,12,4
400,155,16349193.12,2022-12-04,26200.63,Resale,2022,12,4
401,156,6480159.12,2018-06-17,6525.84,Sale,2018,6,2
403,156,6231323.25,2019-08-15,6275.25,Resale,2019,8,3
404,156,7520078.37,2020-07-01,7573.09,Resale,2020,7,3
405,157,25555462.94,2020-01-23,17984.14,Resale,2020,1,1
406,157,26146215.27,2018-10-13,18399.87,Sale,2018,10,4
407,157,31405350.48,2018-08-14,22100.88,Resale,2018,8,3
408,157,33549952.1,2020-09-03,23610.1,Resale,2020,9,3
409,158,8926930.99,2019-06-17,7558.79,Resale,2019,6,2
410,159,8798467.47,2020-02-07,7779.37,Sale,2020,2,1
411,159,9234332.25,2022-07-25,8164.75,Sale,2022,7,3
412,160,22718934.28,2020-04-06,10996.58,Sale,2020,4,2
413,160,20888747.52,2020-08-07,10110.72,Sale,2020,8,3
414,160,20974486.52,2020-09-17,10152.22,Sale,2020,9,3
415,161,84103819.8,2020-06-02,16407.3,Sale,2020,6,2
416,161,94479407.66,2020-10-30,18431.41,Resale,2020,10,4
417,162,29946254.52,2018-04-03,9812.01,Resale,2018,4,2
418,162,23838714.2,2018-04-23,7810.85,Resale,2018,4,2
419,162,38547584.04,2024-05-07,12630.27,Resale,2024,5,2
420,162,32286985.92,2020-07-17,10578.96,Sale,2020,7,3
421,163,20757185.0,2021-11-09,11220.1,Sale,2021,11,4
422,163,19901745.0,2020-02-21,10757.7,Resale,2020,2,1
423,163,22201202.5,2022-11-28,12000.65,Resale,2022,11,4
424,163,18176324.0,2021-08-16,9825.04,Sale,2021,8,3
425,164,9616063.6,2019-01-06,6113.2,Sale,2019,1,1
426,164,12813815.3,2023-09-03,8146.1,Resale,2023,9,3
