indicator_id,location_id,report_month,avg_price,median_price,yoy_growth,mom_growth,demand_index,inventory_count,avg_days_listed,investment_score
194,3,2023-08-01,30943393.18,27922619.61,66.42,322.75,64.6,3,24,65.69
195,3,2023-09-01,47046174.53,47046174.53,115.74,52.04,65.0,2,59,95.44
196,3,2023-10-01,8457734.08,8457734.08,-68.08,-82.02,61.8,1,15,-16.13
197,3,2023-11-01,19980874.6,19980874.6,-28.45,136.24,45.8,1,38,1.25
198,3,2023-12-01,167897950.47,219958470.23,244.02,740.29,59.2,3,42,170.09
199,3,2024-03-01,27437015.62,27437015.62,-73.28,-83.66,48.0,1,77,-24.77
200,3,2024-04-01,39085919.8,40639316.61,4.16,42.46,81.9,5,52,35.26
201,3,2024-05-01,23624657.42,23624657.42,-56.63,-39.56,49.0,2,41,-14.38
202,3,2024-06-01,33207766.33,33207766.33,46.87,40.56,53.8,2,85,49.64
203,4,2018-01-01,62672984.03,50068007.74,,,67.4,4,78,26.96
204,4,2018-02-01,28429898.56,28429898.56,,-54.64,36.8,1,46,14.72
205,4,2018-03-01,42127153.2,42127153.2,,48.18,65.7,2,51,26.28
206,4,2018-04-01,9405429.93,9405429.93,,-77.67,61.9,1,55,24.76
207,4,2018-05-01,95381911.72,98856126.0,,914.12,64.9,3,21,25.96
208,4,2018-06-01,9987135.47,9987135.47,,-89.53,42.6,1,56,17.04
209,4,2018-07-01,75112340.31,30940471.16,,652.09,67.9,3,36,27.16
210,4,2018-08-01,39376839.54,39376839.54,,-47.58,78.2,1,29,31.28
211,4,2018-09-01,78696428.56,53194673.12,,99.85,93.9,8,52,37.56
212,4,2018-10-01,54529419.54,54529419.54,,-30.71,45.7,2,16,18.28
213,4,2018-11-01,46200868.39,46200868.39,,-15.27,60.6,2,55,24.24
214,4,2018-12-01,54438980.01,28178811.36,,17.83,69.0,3,15,27.6
215,4,2019-01-01,43343396.18,43343396.18,-30.84,-20.38,60.2,1,47,5.58
216,4,2019-02-01,166363719.16,166363719.16,485.17,283.83,41.6,2,75,307.74
217,4,2019-03-01,77267273.79,77267273.79,83.41,-53.56,60.0,1,31,74.05
218,4,2019-04-01,10203328.36,10203328.36,8.48,-86.79,59.1,1,68,28.73
219,4,2019-05-01,14804223.68,14804223.68,-84.48,45.09,74.0,2,18,-21.09
220,4,2019-06-01,121231909.58,121231909.58,1113.88,718.9,51.0,2,76,688.73
221,4,2019-07-01,59664873.59,41144138.67,-20.57,-50.78,77.3,6,87,18.58
222,4,2019-08-01,73024205.29,73024205.29,85.45,22.39,65.5,2,69,77.47
223,4,2019-09-01,86183554.29,117201313.46,9.51,18.02,51.6,3,35,26.35
224,4,2019-10-01,32158106.27,16296506.58,-41.03,-62.69,64.5,3,24,1.18
225,4,2019-11-01,89500981.15,89500981.15,93.72,178.32,48.9,1,49,75.79
226,4,2019-12-01,22312265.81,22312265.81,-59.01,-75.07,53.6,2,60,-13.97
227,4,2020-01-01,27620212.53,11546859.45,-36.28,23.79,50.0,4,90,-1.77
228,4,2020-02-01,53482738.88,53482738.88,-67.85,93.64,55.4,2,77,-18.55
229,4,2020-03-01,79038574.37,27939127.74,2.29,47.78,78.5,3,72,32.77
230,4,2020-04-01,14154062.69,14154062.69,38.72,-82.09,74.5,2,45,53.03
231,4,2020-05-01,35493879.0,37810317.48,139.76,150.77,71.9,3,67,112.62
232,4,2020-06-01,48778460.11,48778460.11,-59.76,37.43,70.7,2,63,-7.58
233,4,2020-07-01,67440761.42,19780211.04,13.03,38.26,71.3,3,17,36.34
234,4,2020-08-01,14454188.86,14454188.86,-80.21,-78.57,52.4,2,88,-27.17
235,4,2020-09-01,87217927.38,87217927.38,1.2,503.41,62.4,2,83,25.68
236,4,2020-10-01,95588047.43,94479407.66,197.24,9.6,64.1,3,55,143.98
237,4,2020-11-01,92711918.88,92711918.88,3.59,-3.01,35.1,1,89,16.19
238,4,2021-01-01,70862041.47,35222362.82,217.59,-23.57,58.3,3,29,153.87
239,4,2021-02-01,30429900.78,13202140.74,10.17,-57.06,75.2,3,86,36.18
240,4,2021-03-01,58892646.6,53391557.31,10.12,93.54,72.5,4,26,35.07
241,4,2021-04-01,30056408.75,21270624.43,-61.97,-48.96,73.4,4,71,-7.82
242,4,2021-05-01,84988423.52,84988423.52,500.45,182.76,48.4,1,53,319.63
243,4,2021-06-01,41688838.32,41688838.32,17.45,-50.95,70.6,2,77,38.71
244,4,2021-07-01,10833174.0,10833174.0,-77.79,-74.01,62.3,1,44,-21.75
245,4,2021-08-01,141088871.18,141088871.18,109.2,1202.38,39.2,1,64,81.2
246,4,2021-09-01,38831385.15,34598407.48,168.65,-72.48,76.4,5,70,131.75
247,4,2021-10-01,37767920.74,21726096.04,-56.7,-2.74,66.1,3,61,-7.58
248,4,2021-11-01,79297039.47,79297039.47,-17.04,109.96,53.9,2,41,11.34
249,4,2021-12-01,27564863.61,27564863.61,-70.27,-65.24,70.5,2,71,-13.96
250,4,2022-02-01,23670038.8,23670038.8,-66.6,-14.13,50.3,2,82,-19.84
251,4,2022-03-01,75740616.7,75740616.7,148.9,219.99,60.9,1,82,113.7
252,4,2022-04-01,22127800.18,22127800.18,-62.43,-70.78,44.4,2,59,-19.7
253,4,2022-05-01,13432527.57,13432527.57,-55.31,-39.3,42.9,1,82,-16.03
254,4,2022-06-01,140738126.57,152194005.6,65.6,947.74,70.1,5,72,67.4
255,4,2022-08-01,22596725.98,22596725.98,-45.8,-83.94,72.2,2,53,1.4
256,4,2022-09-01,26511594.85,26511594.85,144.73,17.32,47.9,2,79,106.0
257,4,2022-10-01,109366039.76,109366039.76,-22.48,312.52,60.0,2,59,10.51
258,4,2022-11-01,60893115.44,60893115.44,56.81,-44.32,57.0,2,61,56.89
259,4,2022-12-01,33897435.96,16059404.4,-10.25,-44.33,73.4,4,72,23.21
260,4,2023-01-01,52055246.86,61494795.74,-34.35,53.57,52.8,3,29,0.51
261,4,2023-02-01,70242724.29,70242724.29,154.83,34.94,60.9,2,46,117.26
262,4,2023-03-01,70568955.22,79012048.46,198.14,0.46,78.6,3,29,150.32
263,4,2023-04-01,31885424.08,31885424.08,-57.9,-54.82,71.7,1,83,-6.06
264,4,2023-05-01,12928518.2,12928518.2,-41.57,-59.45,44.1,2,47,-7.3
265,4,2023-06-01,29783856.7,29783856.7,121.73,130.37,67.8,2,48,100.16
266,4,2023-08-01,132437220.53,193632656.4,-5.9,344.66,80.5,5,48,28.66
267,4,2023-09-01,17923427.83,17923427.83,-20.68,-86.47,58.5,1,64,10.99
268,4,2023-10-01,19666626.65,19666626.65,-25.82,9.73,61.5,2,23,9.11
269,4,2023-12-01,53568040.97,32191431.83,-51.02,172.38,91.3,4,70,5.91
270,4,2024-02-01,108776444.76,108776444.76,78.64,103.06,53.3,2,46,68.5
271,4,2024-03-01,71896781.6,74736127.6,112.1,-33.9,63.7,7,87,92.74
272,4,2024-06-01,77610835.01,19309774.86,49.09,7.95,71.0,3,55,57.85
273,5,2018-01-01,50304530.8,50304530.8,,,50.5,2,38,20.2
274,5,2018-02-01,60899917.2,60899917.2,,21.06,35.7,1,58,14.28
275,5,2018-03-01,86331898.37,86331898.37,,41.76,60.9,2,76,24.36
276,5,2018-04-01,43027060.98,43027060.98,,-50.16,51.4,1,47,20.56
277,5,2018-05-01,19323271.91,20086472.95,,-55.09,56.3,3,76,22.52
278,5,2018-09-01,16273963.09,16273963.09,,-15.78,46.1,1,76,18.44
279,5,2018-12-01,22582657.1,22582657.1,,38.77,59.5,1,76,23.8
280,5,2019-01-01,17560135.9,17560135.9,,-22.24,71.1,2,50,28.44
281,5,2019-02-01,56552985.46,56552985.46,,222.05,39.0,2,45,15.6
282,5,2019-04-01,38293756.97,17800159.13,,-32.29,78.7,4,71,31.48
283,5,2019-05-01,25452183.6,25452183.6,,-33.53,68.4,1,35,27.36
284,5,2019-06-01,18235978.56,18235978.56,,-28.35,53.5,1,25,21.4
285,5,2019-07-01,17407975.35,16591725.28,-65.39,-4.54,50.2,3,33,-19.15
286,5,2019-08-01,21974575.6,19272439.55,-63.92,26.23,56.0,3,43,-15.95
287,5,2019-09-01,198882365.33,198882365.33,130.37,805.06,39.9,1,79,94.18
288,5,2019-10-01,32983166.4,13801958.18,-23.34,-83.42,68.9,6,50,13.56
289,5,2019-11-01,91457514.18,91457514.18,373.3,177.29,55.9,1,80,246.34
290,5,2019-12-01,54498804.93,75894642.72,234.88,-40.41,62.1,3,73,165.77
291,5,2020-01-01,27300260.29,27436194.98,20.89,-49.91,75.8,4,71,42.85
292,5,2020-02-01,113768049.39,113768049.39,547.88,316.73,54.6,1,62,350.57
293,5,2020-03-01,64137174.22,64137174.22,13.41,-43.62,54.5,2,64,29.85
294,5,2020-05-01,10707158.96,10707158.96,-72.04,-83.31,58.3,2,24,-19.9
295,5,2020-06-01,64751453.68,64751453.68,154.4,504.75,48.1,2,25,111.88
296,5,2020-08-01,59765141.87,22082735.28,227.73,-7.7,62.6,3,85,161.68
297,5,2020-09-01,50923213.06,50923213.06,192.53,-14.79,63.3,2,87,140.84
298,5,2020-10-01,19739751.02,19739751.02,-10.17,-61.24,57.6,2,81,16.94
299,5,2020-11-01,30901252.2,30901252.2,-84.46,56.54,68.9,2,75,-23.12
300,5,2020-12-01,27596344.6,19431435.52,-16.33,-10.7,70.3,4,57,18.32
301,5,2021-01-01,46141060.15,46141060.15,-49.55,67.2,69.2,1,62,-2.05
302,5,2021-02-01,21026349.95,21026349.95,-61.42,-54.43,46.3,1,78,-18.33
303,5,2021-04-01,16361224.08,16361224.08,-40.07,-22.19,51.5,1,90,-3.44
304,5,2021-05-01,97040654.34,123702511.68,-14.7,493.11,47.6,3,83,10.22
305,5,2021-06-01,22711889.2,22711889.2,-64.59,-76.6,64.2,1,43,-13.07
306,5,2021-07-01,22882542.35,22882542.35,113.71,0.75,46.4,1,31,86.79
307,5,2021-08-01,14801927.28,12900930.22,-77.14,-35.31,80.1,3,38,-14.24
308,5,2021-09-01,77209031.15,77209031.15,29.19,421.61,41.4,2,20,34.07
309,5,2021-10-01,79696285.25,83503335.63,56.5,3.22,68.1,5,18,61.14
310,5,2021-11-01,29637677.22,29637677.22,50.14,-62.81,74.6,2,22,59.92
311,5,2021-12-01,133568207.08,133568207.08,332.24,350.67,63.9,1,56,224.9
312,5,2022-02-01,81250238.16,81250238.16,194.42,-39.17,34.2,2,90,130.33
313,5,2022-03-01,15169576.87,15169576.87,-67.12,-81.33,58.9,1,16,-16.71
314,5,2022-04-01,29122818.57,28307115.0,38.51,91.98,56.0,3,55,45.51
315,5,2022-05-01,104713119.1,74863833.9,540.01,259.56,73.0,3,51,353.21
316,5,2022-06-01,14917367.6,14917367.6,-84.63,-85.75,55.5,2,59,-28.58
317,5,2022-07-01,75179504.24,53291756.7,231.01,403.97,72.3,3,29,167.53
318,5,2022-08-01,62937347.8,62937347.8,175.05,-16.28,41.5,1,71,121.63
